name,schluessel,gemeinde,gmdschl,bbox
Körbecke,52371,Borgentreich,5762012,"(517689.43, 5706034.88, 522201.38, 5712377.86)"
Soest,51785,Soest,5974040,"(434644.72, 5711037.09, 441871.3, 5717179.75)"
Rösebeck,52403,Borgentreich,5762012,"(514148.94, 5706447.93, 519031.19, 5709280.71)"
Rolfzen,52404,Steinheim,5762032,"(507045.46, 5743253.92, 511319.76, 5747147.95)"
Strickherdicke,51937,Fröndenberg/Ruhr,5978012,"(409491.96, 5703711.43, 411773.64, 5707518.19)"
Batenhorst,52503,Rheda-Wiedenbrück,5754028,"(448038.26, 5737895.47, 457279.74, 5741930.97)"
Bockhorst,52505,Versmold,5754048,"(444147.69, 5764802.74, 449345.85, 5771074.18)"
Tatenhausen,52506,Halle (Westf.),5754012,"(450879.26, 5763004.79, 455951.15, 5767209.68)"
Verl,52549,Verl,5754044,"(461878.45, 5746326.96, 468168.65, 5751299.57)"
Versmold,52550,Versmold,5754048,"(437481.04, 5762715.05, 443299.97, 5766907.07)"
Werther,52551,Werther (Westf.),5754052,"(455556.09, 5766055.28, 463861.34, 5773989.87)"
Westerwiehe,52552,Rietberg,5754032,"(462228.94, 5737941.15, 467931.26, 5742721.67)"
Wiedenbrück,52553,Rheda-Wiedenbrück,5754028,"(450192.91, 5740655.49, 454346.68, 5744900.5)"
Werl,51797,Werl,5974052,"(421213.66, 5707013.42, 428011.66, 5716282.5)"
Ennigloh,52615,Bünde,5758004,"(467569.9, 5782119.98, 471602.46, 5785571.15)"
Exter,52616,Vlotho,5758036,"(481441.35, 5773535.06, 487629.25, 5780065.75)"
Falkendiek,52617,Herford,5758012,"(477339.39, 5776606.11, 480597.06, 5779980.99)"
Gohfeld,52618,Löhne,5758024,"(479020.77, 5777727.12, 485569.49, 5785081.47)"
Arfeld,51799,Bad Berleburg,5970004,"(458595.44, 5649186.32, 462899.28, 5655626.89)"
Elsoff,51802,Bad Berleburg,5970004,"(462097.96, 5650245.68, 467611.72, 5656921.74)"
Richstein,51804,Bad Berleburg,5970004,"(458022.43, 5645509.68, 463574.28, 5650119.77)"
Banfe,51809,Bad Laasphe,5970028,"(449627.68, 5636988.08, 456122.29, 5641452.68)"
Aue,51822,Bad Berleburg,5970004,"(446828.89, 5654005.46, 452266.81, 5656957.41)"
Berghausen,51824,Bad Berleburg,5970004,"(450897.81, 5651301.39, 455684.15, 5657803.83)"
Birkelbach,51826,Erndtebrück,5970012,"(444636.15, 5650652.34, 450318.96, 5655786.65)"
Wingeshausen,51831,Bad Berleburg,5970004,"(445395.03, 5655794.53, 453847.34, 5661686.77)"
Bad Berleburg,51833,Bad Berleburg,5970004,"(453386.84, 5652908.38, 461681.1, 5662620.84)"
Erndtebrück,51836,Erndtebrück,5970012,"(444529.35, 5644690.92, 451433.22, 5650758.98)"
Feudingen,51837,Bad Laasphe,5970028,"(447730.37, 5638784.09, 454798.44, 5644961.07)"
Volkholz,51845,Bad Laasphe,5970028,"(446520.62, 5639459.64, 450265.29, 5643714.07)"
Altlünen,51867,Lünen,5978024,"(392979.15, 5719237.03, 400824.73, 5723508.03)"
Bork,51868,Selm,5978032,"(389966.34, 5722174.9, 399665.22, 5728204.3)"
Selm,51869,Selm,5978032,"(391029.52, 5726293.15, 398576.02, 5732809.45)"
Werne-Stadt,51870,Werne,5978040,"(399060.53, 5720549.66, 408923.73, 5730322.37)"
Werne-Stockum,51871,Werne,5978040,"(407042.75, 5724214.94, 412094.82, 5731689.1)"
Bockum-Hövel,51865,Hamm,5915000,"(410113.6, 5725321.76, 416796.35, 5732776.64)"
Heessen,51866,Hamm,5915000,"(415905.12, 5727258.92, 423294.76, 5733283.94)"
Essentho,51875,Marsberg,5958024,"(485369.95, 5700595.96, 490567.1, 5705313.1)"
Oesdorf,51877,Marsberg,5958024,"(489159.06, 5703820.08, 494068.1, 5708892.9)"
Hiddesen,52090,Detmold,5766020,"(485760.35, 5749424.02, 491045.55, 5753961.58)"
Hillentrup,52091,Dörentrup,5766024,"(497594.79, 5762937.58, 502100.56, 5768905.54)"
Sichtigvor,51910,Warstein,5974044,"(448269.77, 5700270.25, 451713.11, 5706666.68)"
Bredelar,51912,Marsberg,5958024,"(480999.84, 5695326.57, 487551.44, 5700343.22)"
Overhagen,51914,Lippstadt,5974028,"(451159.32, 5721400.95, 453573.02, 5724847.73)"
Billmerich,51939,Unna,5978036,"(406435.74, 5705185.31, 410048.54, 5707888.77)"
Alverdissen,52013,Barntrup,5766012,"(506057.06, 5761303.95, 512152.7, 5766634.89)"
Asemissen,52014,Leopoldshöhe,5766048,"(475480.7, 5757513.7, 478548.76, 5760268.46)"
Asmissen,52016,Extertal,5766028,"(502991.96, 5765180.42, 509476.77, 5770542.79)"
Augustdorf,52017,Augustdorf,5766004,"(478253.0, 5745507.29, 488027.81, 5753902.4)"
Barkhausen,52018,Detmold,5766020,"(494890.35, 5756450.51, 498186.33, 5759035.54)"
Bavenhausen,52020,Kalletal,5766036,"(493197.15, 5768264.72, 498060.12, 5771988.81)"
Bechterdissen,52021,Leopoldshöhe,5766048,"(475852.21, 5759629.73, 478577.77, 5762900.06)"
Bega,52022,Dörentrup,5766024,"(502873.06, 5760805.77, 507405.73, 5764637.98)"
Belle,52023,Horn-Bad Meinberg,5766032,"(500916.0, 5747730.45, 506394.98, 5751097.35)"
Biemsen-Ahmsen,52032,Bad Salzuflen,5766008,"(477169.96, 5768443.87, 480710.34, 5771614.05)"
Billinghausen,52034,Lage,5766040,"(481472.11, 5755188.98, 485627.11, 5758605.39)"
Bösingfeld,52035,Extertal,5766028,"(507106.68, 5766213.15, 511503.15, 5772147.12)"
Brake,52039,Lemgo,5766044,"(493222.02, 5760528.08, 495897.44, 5763956.89)"
Brakelsiek,52040,Schieder-Schwalenberg,5766060,"(508472.34, 5747804.32, 514349.58, 5751495.1)"
Bremke,52042,Extertal,5766028,"(506017.23, 5772576.6, 508418.23, 5776302.64)"
Brüntrup,52046,Blomberg,5766016,"(498317.99, 5752711.72, 501189.6, 5755613.45)"
Dalborn,52049,Blomberg,5766016,"(497089.9, 5757489.15, 499410.54, 5760045.19)"
Dehlentrup,52050,Detmold,5766020,"(491934.55, 5755832.39, 495365.38, 5759665.08)"
Donop,52051,Blomberg,5766016,"(497717.24, 5758092.35, 500923.05, 5762348.69)"
Ehrentrup,52054,Lage,5766040,"(483842.3, 5757738.82, 486546.4, 5761529.9)"
Ehrsen-Breden,52055,Bad Salzuflen,5766008,"(483628.95, 5767134.86, 487187.72, 5771244.9)"
Elbrinxen,52056,Lügde,5766052,"(513505.97, 5748609.7, 519236.04, 5752233.05)"
Göstrup,52066,Extertal,5766028,"(501968.28, 5769289.0, 504986.47, 5773032.15)"
Grastrup-Hölsen,52067,Bad Salzuflen,5766008,"(484224.48, 5763780.94, 488988.97, 5768590.81)"
Greste,52068,Leopoldshöhe,5766048,"(477747.0, 5758479.78, 481432.91, 5762051.2)"
Großenmarpe,52071,Blomberg,5766016,"(500135.47, 5756429.34, 504439.12, 5760181.0)"
Hardissen,52074,Lage,5766040,"(486069.83, 5760190.24, 488927.46, 5764566.57)"
Hörste,52093,Lage,5766040,"(479989.08, 5752286.38, 484858.07, 5756365.53)"
Hörstmar,52094,Lemgo,5766044,"(488585.82, 5760530.33, 491098.03, 5763767.23)"
Hohenhausen,52095,Kalletal,5766036,"(494368.58, 5771457.06, 498638.82, 5776401.01)"
Holzhausen,52097,Bad Salzuflen,5766008,"(481482.71, 5763274.05, 484924.75, 5767647.26)"
Humfeld,52104,Dörentrup,5766024,"(502231.23, 5762145.72, 506433.65, 5766491.05)"
Istrup,52107,Blomberg,5766016,"(501945.25, 5754304.75, 507787.86, 5758570.94)"
Jerxen-Orbke,52108,Detmold,5766020,"(488754.82, 5755388.25, 491981.26, 5757119.91)"
Kalldorf,52110,Kalletal,5766036,"(492923.44, 5775652.99, 496984.02, 5779759.6)"
Krentrup,52117,Leopoldshöhe,5766048,"(479766.02, 5761517.83, 481775.83, 5765594.75)"
Kükenbruch,52118,Extertal,5766028,"(503884.09, 5773462.83, 506843.89, 5776737.43)"
Langenholzhausen,52120,Kalletal,5766036,"(496221.88, 5775326.47, 501195.72, 5779792.76)"
Leistrup-Meiersfeld,52123,Detmold,5766020,"(494031.69, 5750929.52, 497564.28, 5754805.76)"
Leopoldstal,52126,Horn-Bad Meinberg,5766032,"(494986.92, 5742763.4, 498844.18, 5745848.82)"
Lieme,52127,Lemgo,5766044,"(486675.1, 5762536.12, 489726.79, 5766906.19)"
Lipperreihe,52129,Oerlinghausen,5766056,"(472956.48, 5751702.23, 479486.41, 5758018.84)"
Lockhausen,52130,Bad Salzuflen,5766008,"(476228.26, 5765807.69, 479884.33, 5770359.49)"
Lüdenhausen,52134,Kalletal,5766036,"(499214.43, 5768337.26, 502387.49, 5772535.55)"
Meierberg,52141,Extertal,5766028,"(506754.54, 5770882.6, 509312.83, 5774096.41)"
Bad Meinberg,52142,Horn-Bad Meinberg,5766032,"(496341.18, 5747603.05, 501224.6, 5751826.79)"
Müssen,52146,Lage,5766040,"(483474.9, 5756000.37, 487838.37, 5758676.13)"
Nalhof,52147,Extertal,5766028,"(502683.39, 5768222.24, 508169.83, 5772689.69)"
Nienhagen,52150,Detmold,5766020,"(486534.83, 5755586.87, 489695.14, 5757911.52)"
Ohrsen,52160,Lage,5766040,"(480702.23, 5758726.25, 484087.19, 5761225.64)"
Pivitsheide v.H.,52163,Detmold,5766020,"(485299.73, 5751615.55, 487489.03, 5756994.77)"
Pivitsheide v.L.,52164,Detmold,5766020,"(483709.68, 5752485.54, 486947.79, 5756435.56)"
Pottenhausen,52165,Lage,5766040,"(480454.36, 5760714.04, 484127.91, 5764330.28)"
Remmighausen,52167,Detmold,5766020,"(492639.44, 5750407.89, 496494.8, 5752972.45)"
Retzen,52168,Bad Salzuflen,5766008,"(485504.75, 5765226.56, 488770.46, 5770177.85)"
Rott,52170,Extertal,5766028,"(507282.77, 5772842.35, 510908.34, 5776593.73)"
Schönemark,52179,Detmold,5766020,"(494168.14, 5749296.03, 497293.23, 5752030.67)"
Schönhagen,52180,Extertal,5766028,"(507714.87, 5765771.72, 513299.85, 5771903.67)"
Schuckenbaum,52183,Leopoldshöhe,5766048,"(475437.22, 5761727.73, 480345.84, 5764927.69)"
Schwelentrup,52185,Dörentrup,5766024,"(500296.34, 5763872.63, 503983.76, 5769504.51)"
Silixen,52193,Extertal,5766028,"(501333.4, 5773532.82, 505489.11, 5777690.65)"
Stemmen,52197,Kalletal,5766036,"(498795.52, 5778332.94, 501512.94, 5782687.89)"
Voßheide,52209,Lemgo,5766044,"(495253.5, 5760269.62, 499806.02, 5764162.34)"
Helpup,52211,Oerlinghausen,5766056,"(477337.75, 5752874.0, 481532.14, 5759174.38)"
Wendlinghausen,52217,Dörentrup,5766024,"(498515.37, 5761005.53, 503923.38, 5764575.31)"
Werl-Aspe,52218,Bad Salzuflen,5766008,"(479601.44, 5766977.88, 482712.26, 5770534.47)"
Wiembeck,52220,Lemgo,5766044,"(495252.98, 5758354.57, 498111.07, 5761343.16)"
Wissentrup,52222,Lage,5766040,"(482750.9, 5757930.45, 484633.85, 5760548.25)"
Lügde,52229,Lügde,5766052,"(512785.08, 5751030.57, 519685.58, 5758592.52)"
Albaxen,52301,Höxter,5762020,"(524563.27, 5738166.13, 529635.9, 5743694.86)"
Alhausen,52302,Bad Driburg,5762004,"(502263.3, 5731060.35, 508104.58, 5734303.32)"
Amelunxen,52305,Beverungen,5762008,"(520301.07, 5725924.52, 525369.04, 5731890.33)"
Bad Driburg,52307,Bad Driburg,5762004,"(498556.03, 5727458.88, 505669.12, 5734034.57)"
Bödexen,52313,Höxter,5762020,"(520803.23, 5740861.05, 529351.81, 5746073.05)"
Bökendorf,52314,Brakel,5762016,"(512206.33, 5732358.03, 518021.06, 5738584.96)"
Bonenburg,52315,Warburg,5762036,"(499524.51, 5710702.05, 505150.55, 5714136.38)"
Borgentreich,52316,Borgentreich,5762012,"(513389.99, 5708847.38, 519681.27, 5716062.57)"
Borgholz,52317,Borgentreich,5762012,"(515853.38, 5715807.91, 520568.11, 5721439.2)"
Bosseborn,52320,Höxter,5762020,"(519160.74, 5731166.31, 523728.67, 5736314.86)"
Brakel,52321,Brakel,5762016,"(507177.02, 5726028.59, 519795.64, 5735239.87)"
Bredenborn,52322,Marienmünster,5762024,"(510785.54, 5736560.38, 516171.98, 5742229.95)"
Brenkhausen,52324,Höxter,5762020,"(519682.63, 5737622.66, 526541.27, 5740832.73)"
Daseburg,52330,Warburg,5762036,"(512753.24, 5703272.25, 518811.4, 5708421.6)"
Dringenberg,52334,Bad Driburg,5762004,"(501149.02, 5721428.41, 507573.78, 5729356.91)"
Entrup,52339,Nieheim,5762028,"(508726.08, 5739780.33, 511795.11, 5744021.19)"
Fürstenau,52346,Höxter,5762020,"(519531.48, 5739731.76, 525045.35, 5743808.13)"
Gehrden,52347,Brakel,5762016,"(505674.3, 5720311.27, 511763.61, 5726065.07)"
Godelheim,52349,Höxter,5762020,"(521372.45, 5730027.04, 526439.31, 5733878.08)"
Grevenhagen,52350,Steinheim,5762032,"(496700.52, 5737026.99, 500657.59, 5740268.89)"
Himmighausen,52361,Nieheim,5762028,"(499443.72, 5738447.66, 503192.7, 5741577.27)"
Hinnenburg,52362,Brakel,5762016,"(506020.87, 5730817.43, 515381.32, 5735121.41)"
Höxter,52363,Höxter,5762020,"(523156.51, 5732152.24, 529223.5, 5739689.04)"
Istrup,52368,Brakel,5762016,"(505863.77, 5726741.46, 510069.92, 5732145.71)"
Löwen,52375,Willebadessen,5762040,"(505174.5, 5711325.4, 509321.47, 5715950.7)"
Merlsheim,52382,Nieheim,5762028,"(500349.79, 5735863.23, 503323.57, 5739432.44)"
Natzungen,52386,Borgentreich,5762012,"(513236.82, 5715572.92, 517647.35, 5721373.04)"
Neuenheerse,52387,Bad Driburg,5762004,"(498130.05, 5721893.63, 502317.82, 5728687.6)"
Nieheim,52388,Nieheim,5762028,"(504319.88, 5735638.43, 510965.8, 5743020.58)"
Oeynhausen,52391,Nieheim,5762028,"(502683.52, 5737958.38, 505330.16, 5742148.85)"
Ovenhausen,52395,Höxter,5762020,"(517291.39, 5733300.98, 522518.22, 5739799.52)"
Peckelsheim,52397,Willebadessen,5762040,"(503784.77, 5712299.65, 512676.05, 5717872.32)"
Pömbsen,52398,Bad Driburg,5762004,"(502474.66, 5732482.06, 506695.59, 5738498.16)"
Sandebeck,52406,Steinheim,5762032,"(496546.15, 5738970.81, 500580.48, 5744424.45)"
Scherfede,52407,Warburg,5762036,"(493351.11, 5706094.99, 502837.46, 5713175.37)"
Schweckhausen,52410,Willebadessen,5762040,"(509797.01, 5714958.86, 514065.97, 5719979.32)"
Siddessen,52411,Brakel,5762016,"(507887.64, 5722117.35, 512405.19, 5726461.64)"
Steinheim,52414,Steinheim,5762032,"(503841.16, 5743636.17, 509738.25, 5751194.2)"
Vinsebeck,52416,Steinheim,5762032,"(499688.73, 5742142.12, 504218.38, 5745442.87)"
Warburg,52418,Warburg,5762036,"(506760.66, 5701482.39, 513720.75, 5708458.43)"
Willebadessen,52421,Willebadessen,5762040,"(498468.7, 5716194.85, 506361.97, 5722624.45)"
Avenwedde,52501,Gütersloh,5754008,"(459638.97, 5750029.63, 466021.76, 5754910.09)"
Borgholzhausen,52508,Borgholzhausen,5754004,"(445284.08, 5766287.69, 456810.87, 5776277.56)"
Greffen,52515,Harsewinkel,5754016,"(438550.07, 5756425.18, 444169.55, 5762962.19)"
Gütersloh,52516,Gütersloh,5754008,"(450863.93, 5745719.78, 461027.17, 5754996.5)"
Halle,52517,Halle (Westf.),5754012,"(453505.69, 5765177.16, 460129.51, 5771842.79)"
Harsewinkel,52518,Harsewinkel,5754016,"(439456.34, 5753169.56, 452579.62, 5762547.47)"
Herzebrock,52519,Herzebrock-Clarholz,5754020,"(444899.93, 5743768.25, 453018.85, 5754422.3)"
Hesseln,52520,Halle (Westf.),5754012,"(452012.49, 5767465.52, 455363.64, 5770821.08)"
Bardüttingdorf,52602,Spenge,5758032,"(459182.39, 5772813.79, 462922.16, 5776532.36)"
Bieren,52605,Rödinghausen,5758028,"(465968.31, 5785368.57, 470166.88, 5790460.63)"
Bünde,52606,Bünde,5758004,"(470025.77, 5781019.59, 472931.37, 5783747.97)"
Dünne,52610,Bünde,5758004,"(469697.89, 5784832.99, 473753.72, 5789910.76)"
Herford,52620,Herford,5758012,"(475092.01, 5770688.13, 481281.75, 5777196.72)"
Hücker-Aschen,52625,Spenge,5758032,"(464719.62, 5778706.38, 468429.5, 5782100.08)"
Kirchlengern,52628,Kirchlengern,5758020,"(473891.75, 5780349.4, 477958.85, 5785168.16)"
Klosterbauerschaft,52629,Kirchlengern,5758020,"(471797.99, 5785878.76, 475661.42, 5790124.96)"
Lenzinghausen,52631,Spenge,5758032,"(462886.77, 5772379.22, 466782.72, 5776357.09)"
Löhne,52633,Löhne,5758024,"(477030.24, 5779584.1, 480524.01, 5783097.97)"
Mennighüffen,52634,Löhne,5758024,"(478527.28, 5784090.01, 483379.26, 5789098.62)"
Muckum,52635,Bünde,5758004,"(467196.57, 5784655.66, 470783.59, 5788098.21)"
Obernbeck,52636,Löhne,5758024,"(477016.75, 5782833.64, 480598.51, 5785377.94)"
Ostkilver,52639,Rödinghausen,5758028,"(463270.89, 5782787.22, 466565.38, 5787910.9)"
Schwarzenmoor,52644,Herford,5758012,"(479428.74, 5771121.93, 483207.68, 5779187.99)"
Spenge,52648,Spenge,5758032,"(461513.8, 5773099.47, 466122.76, 5779402.92)"
Spradow,52649,Bünde,5758004,"(471177.45, 5783029.16, 475115.81, 5786622.34)"
Ulenburg,52656,Löhne,5758024,"(477293.23, 5783312.2, 482437.31, 5787145.55)"
Valdorf,52657,Vlotho,5758036,"(485726.63, 5772335.9, 493805.45, 5780934.36)"
Vlotho,52658,Vlotho,5758036,"(488960.31, 5778222.08, 492591.9, 5782057.37)"
Westerenger,52661,Enger,5758008,"(465789.17, 5773091.31, 468615.21, 5777667.39)"
Westkilver,52662,Rödinghausen,5758028,"(461885.47, 5782899.46, 464498.59, 5788313.73)"
Fiestel-Gestringen,52702,Espelkamp,5770008,"(467496.83, 5798535.82, 474370.38, 5802002.95)"
Bad Oeynhausen,52706,Bad Oeynhausen,5770004,"(484771.89, 5781239.51, 488492.55, 5784780.77)"
Bierde,52708,Petershagen,5770028,"(501031.79, 5799860.59, 505828.7, 5803502.57)"
Blasheim,52709,Lübbecke,5770020,"(468154.7, 5790690.23, 473067.64, 5798980.79)"
Dankersen,52716,Minden,5770024,"(496382.96, 5792054.14, 499378.73, 5795526.66)"
Dehme,52717,Bad Oeynhausen,5770004,"(487564.96, 5785308.58, 491265.99, 5789356.61)"
Dützen,52722,Minden,5770024,"(487959.05, 5788959.82, 492384.57, 5792284.71)"
Eidinghausen,52724,Bad Oeynhausen,5770004,"(485487.09, 5784337.86, 489094.79, 5789829.5)"
Eisbergen,52726,Porta Westfalica,5770032,"(498999.43, 5781391.19, 503335.96, 5786763.91)"
Espelkamp,52729,Espelkamp,5770008,"(471051.85, 5801899.86, 476059.36, 5807350.39)"
Friedewalde,52731,Petershagen,5770028,"(484671.37, 5798920.39, 491437.29, 5805404.08)"
Frille,52732,Petershagen,5770028,"(497741.03, 5797186.12, 501918.62, 5801465.42)"
Frotheim,52733,Espelkamp,5770008,"(474370.38, 5798078.1, 481225.97, 5803894.96)"
Gehlenbeck,52734,Lübbecke,5770020,"(475152.04, 5793693.41, 479609.31, 5798396.39)"
Hille,52748,Hille,5770012,"(479152.29, 5795372.95, 486159.85, 5805658.77)"
Holsen,52749,Hüllhorst,5770016,"(477596.82, 5790679.24, 480191.81, 5794191.86)"
Holzhausen,52751,Preußisch Oldendorf,5770036,"(466486.15, 5790062.02, 470611.38, 5796321.99)"
Holzhausen I,52752,Porta Westfalica,5770032,"(491034.66, 5782745.25, 495957.05, 5787994.31)"
Holzhausen II,52753,Hille,5770012,"(485612.33, 5796763.58, 490880.92, 5803525.05)"
Hüllhorst,52755,Hüllhorst,5770016,"(475806.02, 5788838.17, 478569.29, 5792617.73)"
Kleinenbremen,52761,Porta Westfalica,5770032,"(501209.62, 5785534.4, 505242.23, 5788882.28)"
Kleinendorf,52762,Rahden,5770040,"(471804.29, 5808399.05, 475609.76, 5814574.1)"
Minden,52775,Minden,5770024,"(487464.16, 5790493.32, 497371.29, 5797041.44)"
Nammen,52777,Porta Westfalica,5770032,"(496881.85, 5786926.19, 501035.02, 5790565.67)"
Neuenknick,52780,Petershagen,5770028,"(503001.89, 5805654.96, 508532.28, 5809017.84)"
Oberbauerschaft,52783,Hüllhorst,5770016,"(469555.36, 5789303.95, 475920.77, 5793183.53)"
Oberlübbe,52784,Hille,5770012,"(480267.54, 5790992.63, 484783.08, 5794396.32)"
Petershagen,52790,Petershagen,5770028,"(493453.09, 5799328.47, 499091.51, 5805942.32)"
Preußisch Ströhen,52792,Rahden,5770040,"(470015.37, 5813859.79, 479772.69, 5820211.91)"
Raderhorst,52794,Petershagen,5770028,"(504939.93, 5800787.96, 506854.26, 5805098.47)"
Rehme,52796,Bad Oeynhausen,5770004,"(486643.52, 5780485.02, 490674.88, 5785664.36)"
Stemmer,52804,Minden,5770024,"(490056.88, 5795885.95, 493365.23, 5801629.61)"
Todtenhausen,52809,Minden,5770024,"(492496.21, 5796221.88, 496504.94, 5801549.0)"
Volmerdingsen,52818,Bad Oeynhausen,5770004,"(482980.45, 5786467.57, 487304.08, 5791266.38)"
Wehdem,52820,Stemwede,5770044,"(459955.66, 5807356.39, 466364.67, 5811922.34)"
Wulferdingsen,52827,Bad Oeynhausen,5770004,"(480929.24, 5786965.08, 484578.39, 5791821.63)"
Bielefeld,52853,Bielefeld,5711000,"(464448.55, 5759087.85, 473341.0, 5768106.36)"
Brackwede,52854,Bielefeld,5711000,"(463463.63, 5756767.18, 468024.74, 5762435.49)"
Brake,52855,Bielefeld,5711000,"(470292.4, 5767149.46, 474073.43, 5771038.93)"
Brönninghausen,52856,Bielefeld,5711000,"(474037.22, 5761589.63, 476769.94, 5766134.28)"
Lämershagen-Gräfinghagen,52866,Bielefeld,5711000,"(470595.94, 5755542.03, 476135.08, 5759913.49)"
Niederdornberg-Deppendorf,52868,Bielefeld,5711000,"(462007.82, 5766956.19, 466064.75, 5770238.88)"
Oldentrup,52869,Bielefeld,5711000,"(470981.09, 5760935.53, 474710.63, 5763842.51)"
Altenbeken,52903,Altenbeken,5774004,"(491972.19, 5731520.67, 500011.48, 5739129.69)"
Atteln,52906,Lichtenau,5774028,"(484905.95, 5711773.41, 488745.12, 5720069.56)"
Bad Lippspringe,52907,Bad Lippspringe,5774008,"(480885.85, 5733392.18, 495096.43, 5742520.96)"
Bleiwäsche,52912,Bad Wünnenberg,5774040,"(478283.45, 5700929.28, 482809.13, 5704995.51)"
Boke,52913,Delbrück,5774020,"(464884.37, 5728235.13, 471536.95, 5732625.43)"
Brenken,52914,Büren,5774016,"(466673.89, 5712145.51, 474758.85, 5718843.46)"
Büren,52915,Büren,5774016,"(466616.38, 5707717.92, 475533.04, 5714355.71)"
Buke,52916,Altenbeken,5774004,"(492959.52, 5729475.91, 499368.96, 5734181.02)"
Elsen,52924,Paderborn,5774032,"(475211.43, 5727090.62, 480527.79, 5733182.17)"
Etteln,52925,Borchen,5774012,"(480853.42, 5717333.74, 488563.78, 5722769.4)"
Fürstenberg,52926,Bad Wünnenberg,5774040,"(479873.33, 5699598.39, 488756.7, 5711633.51)"
Haaren,52928,Bad Wünnenberg,5774040,"(475303.57, 5710053.17, 482980.52, 5718302.92)"
Hagen,52929,Delbrück,5774020,"(462538.24, 5730271.42, 468758.34, 5736880.42)"
Harth,52931,Büren,5774016,"(466867.39, 5701762.28, 474636.86, 5706622.06)"
Hegensdorf,52932,Büren,5774016,"(471076.58, 5704774.82, 476225.37, 5711544.2)"
Hövelhof,52936,Hövelhof,5774024,"(470424.16, 5738021.57, 483854.9, 5747557.36)"
Holtheim,52937,Lichtenau,5774028,"(491235.54, 5711129.2, 497147.54, 5716123.48)"
Husen,52938,Lichtenau,5774028,"(486939.96, 5713139.52, 492530.32, 5717831.23)"
Kirchborchen,52940,Borchen,5774012,"(479555.52, 5719588.21, 487883.41, 5725909.22)"
Kleinenberg,52941,Lichtenau,5774028,"(494278.9, 5712182.91, 501199.17, 5717904.91)"
Leiberg,52942,Bad Wünnenberg,5774040,"(473970.92, 5703096.58, 477801.22, 5710650.45)"
Lichtenau,52943,Lichtenau,5774028,"(489030.36, 5715823.63, 499114.65, 5721242.93)"
Marienloh,52945,Paderborn,5774032,"(483793.02, 5732749.59, 488681.32, 5735833.34)"
Niederntudorf,52947,Salzkotten,5774036,"(475382.81, 5717128.21, 481004.51, 5722457.86)"
Nordborchen,52948,Borchen,5774012,"(479344.36, 5723296.13, 485078.35, 5725869.7)"
Schloß Neuhaus,52955,Paderborn,5774032,"(478964.79, 5730190.25, 484482.39, 5738929.95)"
Schwaney,52956,Altenbeken,5774004,"(491327.42, 5725054.72, 499994.28, 5731469.36)"
Verne,52963,Salzkotten,5774036,"(466328.71, 5721772.74, 472665.95, 5727352.57)"
Westenholz,52966,Delbrück,5774020,"(458746.22, 5729698.45, 466876.26, 5737165.8)"
Westerloh,52967,Delbrück,5774020,"(462732.14, 5736173.06, 471959.11, 5743740.82)"
